"ID","state","state_abbr","reg_rule_abbr","reg_indicator","reg_x","n_id","n_rule","n_type","n_state","reg_type","reg_type_label","reg_rule","reg_rule_label","reg_action","reg_action_label","reg_body","reg_body_label","code_univ_cite","code_state","code_label","code_annotated","code_division","code_section","code_section1","code_section2","code_text","notes","code_year_enacted","code_change_year","code_change_type","section_original","v0","v1","section_code_re","section1","first_element","IDx","idn","id1","id2","id3","id4","type_body_combined","ALLSECTXT"
"HI-FNDRAZE-ANNUAL-NS-001","Hawaii","HI","AF","Yes",1,1,1,8,48,"FNDRAZE","Oversight of professional fundraisers","ANNUAL","Does the state require annual financial reporting by commercial fundraisers?","REQMNT","requirement","NS","Not Specific","HI Code § 467B-2.5",,"Code","no",,"{SS}: 467B-2.5","{SS}: 467B-2.5","",,"Paid solicitors must file financial reports 90 days after end of campaign, or one year after start of campaign (for campaigns lasting longer than one year): Haw. Rev. Stat. Ann. § 467B-2.5 (West)",,,,,,,,,,"HI-FNDRAZE-ANNUAL-NS",1,"45","623","id-ha-047","id-623","Does the state require annual financial reporting by commercial fundraisers?","{SS}: 467B-2.5"
"HI-REPORTS-FINANC-NS-001","Hawaii","HI","RG","No",1,1,1,8,48,"REPORTS","Notice, Filing or Review of Transactions","FINANC","Does the state require annual financial reporting by charitable organizations in addition to filing a copy of the 990 with the regulator (if filing 990 is required)?","REQMNT","requirement","NS","Not Specific","",,"Code","no",,"","","",,"Financial Statement or 990",,,,,,,,,,"HI-REPORTS-FINANC-NS",1,"46","624","id-ha-048","id-624","Does the state require annual financial reporting by charitable organizations in addition to filing a copy of the 990 with the regulator (if filing 990 is required)?",""
"HI-FNDRAZE-BONDNG-NS-001","Hawaii","HI","BO","Yes",1,1,1,8,48,"FNDRAZE","Oversight of professional fundraisers","BONDNG","Does the state require bonding of professional fundraisers?","REQMNT","requirement","NS","Not Specific","HI Code § 467B-12",,"Code","no",,"{SS}: 467B-12","{SS}: 467B-12","",,"At the time of filing a registration or renewal registration, a professional solicitor must file a bond for $25,000 issued with surety or sureties approved by the attorney general. Haw. Rev. Stat. § 467B-12",,,,,,,,,,"HI-FNDRAZE-BONDNG-NS",1,"47","625","id-ha-049","id-625","Does the state require bonding of professional fundraisers?","{SS}: 467B-12"
"ID-BIFURCD-BIFURC-NS-001","Idaho","ID","BF","No",1,1,1,1,22,"BIFURCD","Bifurcation of charitable regulatory body","BIFURC","Bifurcated Regulatory Structure","REQMNT","requirement","NS","Not Specific","",,"Code","no",,"","","",,"Charitable Orgs Not Required to Register",,,,,,,,,,"ID-BIFURCD-BIFURC-NS",1,"1","627","id-id-001","id-627","Bifurcated",""
"ID-BIFURCD-REGIOF-NS-000","Idaho","ID","RE",,0,0,0,1,22,"BIFURCD","Bifurcation of charitable regulatory body","REGIOF","Registration Office","REQMNT","requirement","NS","Not Specific","",,"Code","no",,"","","",,,,,,,,,,,,"ID-BIFURCD-REGIOF-NS",0,"2","628","id-id-002","id-628","Registration Office",""
"ID-REPORTS-ASSETS-AG-001","Idaho","ID","SA","No",1,1,2,6,22,"REPORTS","Notice, Filing or Review of Transactions","ASSETS","Sale of Assets","REQMNT","requirement","AG","Attorney General","",,"Code","no",,"","","",,"No",,,,,,,,,,"ID-REPORTS-ASSETS-AG",1,"3","629","id-id-003","id-629","Sale of Assets - AG",""
"ID-REPORTS-ASSETS-OT-001","Idaho","ID","SA","No",1,1,2,6,22,"REPORTS","Notice, Filing or Review of Transactions","ASSETS","Sale of Assets","REQMNT","requirement","OT","Other","",,"Code","no",,"","","",,"No",,,,,,,,,,"ID-REPORTS-ASSETS-OT",1,"4","630","id-id-004","id-630","Sale of Assets - Other",""
"ID-REPORTS-MERGER-AG-001","Idaho","ID","MG","No",1,1,2,6,22,"REPORTS","Notice, Filing or Review of Transactions","MERGER","Mergers","REQMNT","requirement","AG","Attorney General","",,"Code","no",,"","","",,"No",,,,,,,,,,"ID-REPORTS-MERGER-AG",1,"5","631","id-id-005","id-631","Mergers - AG",""
"ID-REPORTS-MERGER-OT-001","Idaho","ID","MG","Yes",1,1,2,6,22,"REPORTS","Notice, Filing or Review of Transactions","MERGER","Mergers","REQMNT","requirement","OT","Other","ID Code § 30-30-803","idaho","Code","no",,"{SS}: 30-30-803","{SS}: 30-30-803","{SS}: 30-30-803","30-30-803. ACTION ON PLAN BY BOARD, MEMBERS AND THIRD PERSONS. (1) Unless this act, the articles, bylaws or the board of directors or members, acting pursuant to subsection (3) of this section, require a greater vote or voting by class, a plan of merger to be adopted must be approved: (a) By the board; (b) By the members, if any, by two-thirds (2/3) of the votes cast or a majority of the voting power, whichever is less; and (c) In writing by any person or persons whose approval is required by a provision of the articles authorized in section 30-30-801, Idaho Code, for an amendment to the articles or bylaws. (2) If the corporation does not have members, the merger must be approved by a majority of the directors in office at the time the merger is approved. In addition, the corporation shall provide notice of any directorsi meeting at which such approval is to be obtained in accordance with section 30-30-614(3), Idaho Code. The notice must also state that the purpose, or one (1) of the purposes, of the meeting is to consider the proposed merger. (3) The board may condition its submission of the proposed merger, and the members may condition their approval of the merger, on receipt of a higher percentage of affirmative votes or on any other basis. (4) If the board seeks to have the plan approved by the members at a membership meeting, the corporation shall give notice to its members of the proposed membership meeting in accordance with section 30-30-505, Idaho Code. The notice must also state that the purpose, or one (1) of the purposes, of the meeting is to consider the plan of merger and contain or be accompanied by a copy or summary of the plan. The copy or summary of the plan for members of the surviving corporation shall include any provision that, if contained in a proposed amendment to the articles of incorporation or bylaws, would entitle members to vote on the provision. The copy or summary of the plan for members of the disappearing corporation shall include a copy or summary of the articles and bylaws that will be in effect immediately after the merger takes effect. (5) If the board seeks to have the plan approved by the members by written consent or written ballot or absentee ballot, the material soliciting the approval shall contain or be accompanied by a copy or summary of the plan. The copy or summary of the plan for members of the surviving corporation shall include any provision that, if contained in a proposed amendment to the articles of incorporation or bylaws, would entitle members to vote on the provision. The copy or summary of the plan for members of the disappearing corporation shall include a copy or summary of the articles and bylaws that will be in effect immediately after the merger takes effect. (6) Voting by a class of members is required on a plan of merger if the plan contains a provision that, if contained in a proposed amendment to articles of incorporation or bylaws, would entitle the class of members to vote as a class on the proposed amendment under section 30-30-704 or 30-30-710, Idaho Code. The plan is approved by a class of members by two-thirds (2/3) of the votes cast by the class or a majority of the voting power of the class, whichever is less. (7) After a merger is adopted, and at any time before articles of merger are filed, the planned merger may be abandoned, subject to any contractual rights, without further action by members or other persons who approved the plan in accordance with the procedure set forth in the plan of merger or, if none is set forth, in the manner determined by the board of directors. History: [30-30-803, added 2015, ch. 243, sec. 81, p. 998.]","File with Sec. of State; I.C. § 30-30-803",,,,,,,,,,"ID-REPORTS-MERGER-OT",1,"6","632","id-id-006","id-632","Mergers - Other","{SS}: 30-30-803 ;; {SS}: 30-30-803"
"ID-REPORTS-AMMEND-AG-001","Idaho","ID","CA","No",1,1,2,6,22,"REPORTS","Notice, Filing or Review of Transactions","AMMEND","Certificate of Amendments","REQMNT","requirement","AG","Attorney General","",,"Code","no",,"","","",,"No",,,,,,,,,,"ID-REPORTS-AMMEND-AG",1,"7","633","id-id-007","id-633","Certificate of Amendments - AG",""
"ID-REPORTS-AMMEND-OT-001","Idaho","ID","CA","Yes",1,1,2,6,22,"REPORTS","Notice, Filing or Review of Transactions","AMMEND","Certificate of Amendments","REQMNT","requirement","OT","Other","ID Code § 30-30-705","idaho","Code","no",,"{SS}: 30-30-705","{SS}: 30-30-705","{SS}: 30-30-705","30-30-705. ARTICLES OF AMENDMENT. A corporation amending its articles shall deliver to the secretary of state articles of amendment setting forth: (1) The name of the corporation; (2) The text of each amendment adopted; (3) The date of each amendmentis adoption; (4) If approval of members was not required, a statement to that effect and a statement that the amendment was approved by a sufficient vote of the board of directors or incorporators; (5) If approval by members was required: (a) The designation, number of memberships outstanding, number of votes entitled to be cast by each class entitled to vote separately on the amendment, and number of votes of each class indisputably voting on the amendment; and (b) Either the total number of votes cast for and against the amendment by each class entitled to vote separately on the amendment or the total number of undisputed votes cast for the amendment by each class and a statement that the number cast for the amendment by each class was sufficient for approval by that class. (6) If approval of the amendment by some person or persons other than the members, the board or the incorporators is required pursuant to section 30-30-801, Idaho Code, a statement that the approval was obtained. History: [30-30-705, added 2015, ch. 243, sec. 80, p. 995.]","I.C. § 30-30-705",,,,,,,,,,"ID-REPORTS-AMMEND-OT",1,"8","634","id-id-008","id-634","Certificate of Amendments - Other","{SS}: 30-30-705 ;; {SS}: 30-30-705"
"ID-DISSOLV-VOLUNT-AG-001","Idaho","ID","VD","No",1,1,2,6,22,"DISSOLV","Notice or Action for Dissolutions","VOLUNT","Voluntary Dissolutions","REQMNT","requirement","AG","Attorney General","",,"Code","no",,"","","",,"No",,,,,,,,,,"ID-DISSOLV-VOLUNT-AG",1,"9","635","id-id-009","id-635","Voluntary Dissolutions - AG",""
"ID-DISSOLV-VOLUNT-OT-001","Idaho","ID","VD","Yes",1,1,2,6,22,"DISSOLV","Notice or Action for Dissolutions","VOLUNT","Voluntary Dissolutions","REQMNT","requirement","OT","Other","ID Code § 30-30-1003","idaho","Code","no",,"{SS}: 30-30-1003","{SS}: 30-30-1003","{SS}: 30-30-1003","30-30-1003. ARTICLES OF DISSOLUTION. (1) At any time after dissolution is authorized, the corporation may dissolve by delivering to the secretary of state articles of dissolution setting forth: (a) The name of the corporation; (b) The date dissolution was authorized; (c) A statement that dissolution was approved by a sufficient vote of the board; (d) If approval of members was not required, a statement to that effect and a statement that dissolution was approved by a sufficient vote of the board of directors or incorporators; (e) If approval by members was required: (i) The designation, number of memberships outstanding, number of votes entitled to be cast by each class entitled to vote separately on dissolution, and number of votes of each class indisputably voting on dissolution; and (ii) Either the total number of votes cast for and against dissolution by each class entitled to vote separately on dissolution or the total number of undisputed votes cast for dissolution by each class and a statement that the number cast for dissolution by each class was sufficient for approval by that class; and (f) If approval of dissolution by some person or persons other than the members, the board or the incorporators is required pursuant to section 30-30-1002(1)(c), Idaho Code, a statement that the approval was obtained. (2) A corporation is dissolved upon the effective date of its articles of dissolution. History: [30-30-1003, added 2015, ch. 243, sec. 83, p. 1001.]","File with Secretary of State, I.C. § 30-30-1003",,,,,,,,,,"ID-DISSOLV-VOLUNT-OT",1,"10","636","id-id-010","id-636","Voluntary Dissolutions - Other","{SS}: 30-30-1003 ;; {SS}: 30-30-1003"
"ID-DISSOLV-JUDICI-AG-001","Idaho","ID","JD","Yes",1,1,2,6,22,"DISSOLV","Notice or Action for Dissolutions","JUDICI","Judicial Dissolutions","REQMNT","requirement","AG","Attorney General","ID Code § 30-30-203","idaho","Code","no",,"{SS}: 30-30-203","{SS}: 30-30-203","{SS}: 30-30-203","30-30-203. INCORPORATION. (1) Unless a delayed effective date is specified, the corporate existence begins when the articles of incorporation are filed. (2) The secretary of stateis filing of the articles of incorporation is conclusive proof that the incorporators satisfied all conditions precedent to incorporation except in a proceeding by the state to cancel or revoke the incorporation or involuntarily dissolve the corporation. History: [30-30-203, added 2015, ch. 243, sec. 75, p. 972.]","Some state actor has the right to dissolve: I.C. § 30-30-203: ""The secretary of state's filing of the articles of incorporation is conclusive proof that the incorporators satisfied all conditions precedent to incorporation except in a proceeding by the state to cancel or revoke the incorporation or involuntarily dissolve the corporation.""",,,,,,,,,,"ID-DISSOLV-JUDICI-AG",1,"11","637","id-id-011","id-637","Judicial Dissolutions - AG","{SS}: 30-30-203 ;; {SS}: 30-30-203"
"ID-DISSOLV-JUDICI-OT-001","Idaho","ID","JD","Yes",1,1,2,6,22,"DISSOLV","Notice or Action for Dissolutions","JUDICI","Judicial Dissolutions","REQMNT","requirement","OT","Other","ID Code § 30-30-203","idaho","Code","no",,"{SS}: 30-30-203","{SS}: 30-30-203","{SS}: 30-30-203","30-30-203. INCORPORATION. (1) Unless a delayed effective date is specified, the corporate existence begins when the articles of incorporation are filed. (2) The secretary of stateis filing of the articles of incorporation is conclusive proof that the incorporators satisfied all conditions precedent to incorporation except in a proceeding by the state to cancel or revoke the incorporation or involuntarily dissolve the corporation. History: [30-30-203, added 2015, ch. 243, sec. 75, p. 972.]","Some state actor has the right to dissolve: I.C. § 30-30-203: ""The secretary of state's filing of the articles of incorporation is conclusive proof that the incorporators satisfied all conditions precedent to incorporation except in a proceeding by the state to cancel or revoke the incorporation or involuntarily dissolve the corporation.""",,,,,,,,,,"ID-DISSOLV-JUDICI-OT",1,"12","638","id-id-012","id-638","Judicial Dissolutions - Other","{SS}: 30-30-203 ;; {SS}: 30-30-203"
"ID-DISSOLV-ADMINI-AG-001","Idaho","ID","AD","No",1,1,2,6,22,"DISSOLV","Notice or Action for Dissolutions","ADMINI","Administrative Dissolutions","REQMNT","requirement","AG","Attorney General","",,"Code","no",,"","","",,"No",,,,,,,,,,"ID-DISSOLV-ADMINI-AG",1,"13","639","id-id-013","id-639","Administrative Dissolutions - AG",""
"ID-DISSOLV-ADMINI-OT-001","Idaho","ID","AD","No",1,1,2,6,22,"DISSOLV","Notice or Action for Dissolutions","ADMINI","Administrative Dissolutions","REQMNT","requirement","OT","Other","",,"Code","no",,"","","",,"No",,,,,,,,,,"ID-DISSOLV-ADMINI-OT",1,"14","640","id-id-014","id-640","Administrative Dissolutions - Other",""
"ID-HOSPCON-STATUT-NS-001","Idaho","ID","HS","Yes",1,1,1,4,22,"HOSPCON","Notice, Oversight or Filing of Hospital Conversions","STATUT","Has Statute","REQMNT","requirement","NS","Not Specific","ID Code § 48-1501",,"Code","no",,"{SS}: 48-1501","{SS}: 48-1501","",,"I.C. §§ 48-1501 - 1512",,,,,,,,,,"ID-HOSPCON-STATUT-NS",1,"15","641","id-id-015","id-641","Has Statute","{SS}: 48-1501"
